"TOA5","CR3000","CR3000","2700","CR3000.Std.13","CPU:3d_v2_3.cr3","38941","ts_data"
"TIMESTAMP","RECORD","Ux","Uy","Uz","Ts","diag_csat","t_hmp","e_hmp"
"TS","RN","m/s","m/s","m/s","C","unitless","C","kPa"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2020-01-13 13:30:23.6",236,"NAN","NAN","NAN","NAN",61502,33.68324,2.541306
"2020-01-13 13:30:23.7",237,"NAN","NAN","NAN","NAN",61502,33.68491,2.541455
"2020-01-13 13:30:23.8",238,"NAN","NAN","NAN","NAN",61502,33.68491,2.541455
"2020-01-13 13:30:23.9",239,"NAN","NAN","NAN","NAN",61502,33.68491,2.541542
"2020-01-13 13:30:24",240,"NAN","NAN","NAN","NAN",61502,33.68159,2.541071
"2020-01-13 13:30:24.1",241,"NAN","NAN","NAN","NAN",61502,33.68236,2.541237
"2020-01-13 13:30:24.2",242,"NAN","NAN","NAN","NAN",61502,33.67738,2.540443
"2020-01-13 13:30:24.3",243,"NAN","NAN","NAN","NAN",61502,33.67738,2.540356
"2020-01-13 13:30:24.4",244,"NAN","NAN","NAN","NAN",61502,33.67738,2.54053
"2020-01-13 13:30:24.5",245,"NAN","NAN","NAN","NAN",61502,33.67406,2.540059
"2020-01-13 13:30:24.6",246,"NAN","NAN","NAN","NAN",61502,33.67571,2.540294
"2020-01-13 13:30:24.7",247,"NAN","NAN","NAN","NAN",61502,33.67406,2.540059
"2020-01-13 13:30:24.8",248,"NAN","NAN","NAN","NAN",61502,33.67406,2.539885
"2020-01-13 13:30:24.9",249,"NAN","NAN","NAN","NAN",61502,33.67738,2.540356
"2020-01-13 13:30:25",250,"NAN","NAN","NAN","NAN",61502,33.67738,2.540269
"2020-01-13 13:30:25.1",251,"NAN","NAN","NAN","NAN",61502,33.67903,2.540504
"2020-01-13 13:30:25.2",252,"NAN","NAN","NAN","NAN",61502,33.68069,2.54048
"2020-01-13 13:30:25.3",253,"NAN","NAN","NAN","NAN",61502,33.68401,2.541124
"2020-01-13 13:30:25.4",254,"NAN","NAN","NAN","NAN",61502,33.68236,2.540976
"2020-01-13 13:30:25.5",255,"NAN","NAN","NAN","NAN",61502,33.68401,2.54095
"2020-01-13 13:30:25.6",256,"NAN","NAN","NAN","NAN",61502,33.68236,2.540803
"2020-01-13 13:30:25.7",257,"NAN","NAN","NAN","NAN",61502,33.68401,2.541037
"2020-01-13 13:30:25.8",258,"NAN","NAN","NAN","NAN",61502,33.68401,2.541037
"2020-01-13 13:30:25.9",259,"NAN","NAN","NAN","NAN",61502,33.68401,2.541037
"2020-01-13 13:30:26",260,"NAN","NAN","NAN","NAN",61502,33.689,2.541744
"2020-01-13 13:30:26.1",261,"NAN","NAN","NAN","NAN",61502,33.68568,2.541274
"2020-01-13 13:30:26.2",262,"NAN","NAN","NAN","NAN",61502,33.68734,2.541423
"2020-01-13 13:30:26.3",263,"NAN","NAN","NAN","NAN",61502,33.68734,2.541423
"2020-01-13 13:30:26.4",264,"NAN","NAN","NAN","NAN",61502,33.689,2.541657
"2020-01-13 13:30:26.5",265,"NAN","NAN","NAN","NAN",61502,33.68734,2.541423
"2020-01-13 13:30:26.6",266,"NAN","NAN","NAN","NAN",61502,33.689,2.541657
"2020-01-13 13:30:26.7",267,"NAN","NAN","NAN","NAN",61502,33.689,2.541657
"2020-01-13 13:30:26.8",268,"NAN","NAN","NAN","NAN",61502,33.68734,2.541336
"2020-01-13 13:30:26.9",269,"NAN","NAN","NAN","NAN",61502,33.68734,2.541249
"2020-01-13 13:30:27",270,"NAN","NAN","NAN","NAN",61502,33.68734,2.54151
"2020-01-13 13:30:27.1",271,"NAN","NAN","NAN","NAN",61502,33.69066,2.541894
"2020-01-13 13:30:27.2",272,"NAN","NAN","NAN","NAN",61502,33.69398,2.542365
"2020-01-13 13:30:27.3",273,"NAN","NAN","NAN","NAN",61502,33.69398,2.542538
"2020-01-13 13:30:27.4",274,"NAN","NAN","NAN","NAN",61502,33.69066,2.541981
